front,back
grand(taille),big
moyen(taille),medium
petite(taille),small
grosse(poids),"fat,big"
mince(poids),slim
vieille,old
jeune,young
grossir,get bigger
maigrir,get thinner
belle,beautiful
brune. Elle est brune,brown(adj)
élégante. Elle est élégante,stylish(sành di?u)
être gros/grosse,big(fat)
joli,pretty
frisée. Elle est grande et frisée,curly(tóc xoan)
